scorer,,,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group
bodyparts,,,Right Front Leg,Right Front Leg,Right Back Leg,Right Back Leg,Left Front Leg,Left Front Leg,Left Back Leg,Left Back Leg,Tip of The Tail,Tip of The Tail,Head,Head,Torso,Torso,Nose,Nose,Mouth,Mouth,Right Ear,Right Ear,Left Ear,Left Ear,Right Eye,Right Eye,Left Eye,Left Eye
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Squirrel video 14,img020.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img023.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img062.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img070.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img094.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img165.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img199.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img301.png,,,,,,,,,449.18894081952124,292.2538305117569,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img315.png,,,,,,,,,441.6632367703305,294.81875826189525,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img326.png,,,,,,,,,436.8097679113488,295.1636350432002,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img414.png,,,,,,,,,348.3017702059732,215.54487370028733,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img423.png,,,,,,,,,322.5047256940726,207.92772504999314,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img443.png,,,,,,,,,335.0260296393888,228.14705946217168,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img452.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img481.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img512.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img513.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img537.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img558.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 14,img574.png,,,,,,,,,,,,,,,,,,,,,,,,,,
