scorer,,,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group
bodyparts,,,Right Front Leg,Right Front Leg,Right Back Leg,Right Back Leg,Left Front Leg,Left Front Leg,Left Back Leg,Left Back Leg,Tip of The Tail,Tip of The Tail,Head,Head,Torso,Torso,Nose,Nose,Mouth,Mouth,Right Ear,Right Ear,Left Ear,Left Ear,Right Eye,Right Eye,Left Eye,Left Eye
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Squirrel video 6,img024.png,,,,,,,,,410.1278009310541,241.39420959428864,385.2966726770961,259.2023924834908,397.0851881107933,257.6974756196146,,,,,,,,,,,,
labeled-data,Squirrel video 6,img035.png,,,,,,,,,414.2728167396084,249.96088912298094,,,382.45457447479646,256.5896895948168,,,,,,,,,,,,
labeled-data,Squirrel video 6,img088.png,,,,,,,,,466.9975342763202,260.2056703927417,,,445.72266789711733,267.0136276340866,,,,,,,,,,,,
labeled-data,Squirrel video 6,img145.png,423.20206478059475,260.0981763310362,,,428.7529386892177,258.39021512838303,,,453.94536642835226,265.2220599389958,424.4830356825846,250.2773994157803,430.03390959120753,267.7840017429756,424.05604538192136,254.5473024224133,,,422.3480841792682,247.28846731113723,427.47196778722775,248.5694382131271,,,,
labeled-data,Squirrel video 6,img154.png,420.5003028749558,259.68224143433156,,,427.0816807402699,259.19473196282684,,,453.4071922015262,266.26361929964565,422.4503407609748,249.93205200423668,426.59417126876514,265.28860035663615,421.4753218179653,254.56339198353174,,,421.4753218179653,247.0069951752082,427.0816807402699,247.49450464671295,,,,
labeled-data,Squirrel video 6,img235.png,,,,,,,,,437.849474363733,293.6169149331052,450.19934767522534,312.273106531317,442.05368655487933,306.4923147684908,,,,,,,,,,,,
labeled-data,Squirrel video 6,img254.png,,,,,,,,,441.61624544266147,272.8810118355088,454.8290571939558,289.0051210913257,445.6472727566156,282.06279627284897,,,,,,,,,,,,
labeled-data,Squirrel video 6,img291.png,,,442.62146421691523,246.23442831719214,,,,,434.6071847275425,229.84158390711164,453.5500271569689,245.14157202318677,449.9071728436177,235.30586537713847,,,,,,,,,,,,
labeled-data,Squirrel video 6,img313.png,,,,,,,,,416.098312247925,217.06919921419376,435.58161093203705,237.22433578396488,429.08717803733305,228.26649730851102,,,,,,,,,,,,
labeled-data,Squirrel video 6,img393.png,496.0721025890816,256.2597425443042,480.5929577034974,253.67988506337343,,,,,468.5536227924875,241.92720098357802,503.23837336944473,249.0934717639411,490.3390859647912,246.22696345179588,506.3915325128045,255.97309171308962,,,,,,,503.52502420065923,252.24663090730084,,
labeled-data,Squirrel video 6,img422.png,482.7011103400415,248.40521117441045,468.5775850104093,248.40521117441045,,,,,457.73860045511015,234.28168584477825,489.59864596614096,239.86540516114445,475.80357471394206,239.86540516114445,492.5547326630407,244.46376224521077,,,485.9856511143746,237.23777254167803,,,488.9417378112744,242.82149185804423,,
labeled-data,Squirrel video 6,img424.png,481.6225316248253,245.9017051000688,467.00450710729905,246.54661794643027,,,,,453.89127923128285,233.21841912162694,487.6417181908655,233.64836101920122,474.95843221242365,237.51783809736995,,,,,,,,,,,,
labeled-data,Squirrel video 6,img449.png,,,,,,,,,451.149923634779,235.2834707809499,,,489.72834800240014,236.41813032117403,,,,,,,,,,,,
labeled-data,Squirrel video 6,img481.png,,,,,,,,,470.3622477050086,234.0084717712769,,,496.1399208912062,235.33721781180253,,,,,,,,,,,,
labeled-data,Squirrel video 6,img607.png,,,,,,,,,411.9362728688304,277.7315932440042,471.26825473408394,276.87170944885565,458.65662573857105,281.17112842459863,,,,,,,,,,,,
labeled-data,Squirrel video 6,img690.png,,,,,,,,,459.78848981723684,314.51107317710125,,,440.7082938645202,313.6630644680916,,,,,,,,,,,,
labeled-data,Squirrel video 6,img693.png,,,,,,,,,463.8914354837992,314.2930422563468,,,434.39892987826386,311.4739056911118,,,,,,,,,,,,
labeled-data,Squirrel video 6,img757.png,,,,,,,,,504.0495056433971,299.97100835836045,483.9839474583805,279.90545017334387,489.3138613512755,290.56527795913394,,,,,,,,,,,,
labeled-data,Squirrel video 6,img764.png,,,,,,,,,505.724509465326,298.4451898713748,484.80198473282434,276.60299372205986,489.8601775252972,287.4091328696157,,,,,,,,,,,,
labeled-data,Squirrel video 6,img896.png,,,,,,,,,404.6167432866017,316.56408820810657,,,426.1760665978604,317.7294570357422,,,,,,,,,,,,
