scorer,,,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group
bodyparts,,,Right Front Leg,Right Front Leg,Right Back Leg,Right Back Leg,Left Front Leg,Left Front Leg,Left Back Leg,Left Back Leg,Tip of The Tail,Tip of The Tail,Head,Head,Torso,Torso,Nose,Nose,Mouth,Mouth,Right Ear,Right Ear,Left Ear,Left Ear,Right Eye,Right Eye,Left Eye,Left Eye
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Squirrel video 13,img002.png,,,,,,,,,377.3930971415491,203.71306204729206,381.97951044098147,238.3022623471778,377.5841976956921,222.82311746159357,,,,,,,,,383.50831487412563,241.55097176760904,,
labeled-data,Squirrel video 13,img018.png,,,,,,,,,379.87859872387185,209.14748405573408,385.46828993255497,242.9722821390477,380.02192413947904,228.49641516271433,,,,,,,,,,,,
labeled-data,Squirrel video 13,img021.png,,,,,,,,,382.7114031687531,209.52968516402012,385.3868109267553,244.30998601804885,382.0425512292526,229.42803036416157,,,,,,,,,,,,
labeled-data,Squirrel video 13,img051.png,,,,,,,,,385.1676051543956,209.57447435639742,389.1986324683498,247.19739595330347,385.6154970781683,232.41696246880468,,,,,,,,,,,,
labeled-data,Squirrel video 13,img065.png,,,,,,,,,391.3443707021638,213.63536113193643,394.1392163065054,246.08662398234716,389.170601898787,233.3545495625688,,,,,,,,,,,,
labeled-data,Squirrel video 13,img068.png,,,,,,,,,392.16028048996964,214.39379145619156,394.1310049545695,245.33416555040907,390.3866284718298,230.94787695883025,,,,,,,,,,,,
labeled-data,Squirrel video 13,img073.png,,,,,,,,,390.90670564398386,211.24212528591107,396.3709871140107,245.48495583141255,393.27456094766217,231.82425215634547,,,,,,,,,,,,
labeled-data,Squirrel video 13,img082.png,,,,,,,,,396.41051357628373,209.29827433673753,401.87180910015206,244.8847806535571,396.5866843996343,233.43367713576862,,,,,,,,,,,,
labeled-data,Squirrel video 13,img095.png,,,,,,,,,399.150828338906,209.5326711101786,402.26815612836396,246.59423482928958,398.9776434617139,229.96848661884727,,,,,,,,,,,,
labeled-data,Squirrel video 13,img097.png,,,,,,,,,396.85396390514563,204.88952483373504,403.54248330015116,247.9468684390831,396.01789898077,233.52474849360243,,,,,,,,,,,,
labeled-data,Squirrel video 13,img104.png,,,,,,,,,404.49664239509497,204.79546752974275,406.75401769090934,246.368795894324,401.86303788331156,231.50774186354607,,,,,,,,,408.4470491627701,250.50731726998364,,
labeled-data,Squirrel video 13,img143.png,,,,,,,,,415.0318442530952,196.8946539943925,420.25725003044323,239.53396513755274,415.44987671528304,223.4397153433207,,,,,,,,,,,,
labeled-data,Squirrel video 13,img148.png,,,,,,,,,418.37334195040137,194.562630044616,420.79195833877395,237.61400175764706,416.6803104785406,220.92554867787658,424.1780212824955,244.38612764509014,,,,,,,423.4524363659837,240.75820306253135,,
labeled-data,Squirrel video 13,img160.png,,,,,,,,,419.75553642716386,191.21687737403403,421.8158392765182,233.24705550086338,418.5193547175512,219.2369961252536,423.6701118409371,239.22193376399107,,,,,,,423.6701118409371,235.5133886351532,,
labeled-data,Squirrel video 13,img164.png,,,,,,,,,417.7558856091538,188.62955502770706,421.9541259079831,229.72811795308922,416.8720455462423,217.79627710378475,424.1637260652617,237.46171850356438,,,,,,,423.721806033806,233.9263582519186,,
labeled-data,Squirrel video 13,img174.png,,,,,,,,,420.6120550827252,186.77528246328814,423.95930072638646,226.58988854052188,418.3218343791675,212.67239349582513,425.7210089598924,232.579696534442,,,,,,,426.0733506065936,229.05628006743018,,
labeled-data,Squirrel video 13,img204.png,,,,,,,,,425.54047119028496,175.9124103387212,429.410257411681,219.2056436905895,424.57302463493596,203.96836044384256,431.5870121612163,225.73590793919533,,,,,,,431.82887380005354,222.10798335663654,,
labeled-data,Squirrel video 13,img217.png,,,,,,,,,428.00021898699066,176.48272605499167,430.46661051389896,219.46840695253613,425.88616910678354,205.55091190783935,433.1091728641578,225.10587329975507,,,,,,,432.40448957075546,221.23011518604204,,
labeled-data,Squirrel video 13,img219.png,,,,,,,,,427.75044459083347,175.75415519232143,430.551262087492,218.5666512126738,425.74986066464874,205.36279729985483,432.95196279891366,225.36863656170175,,,,,,,432.7519044062952,221.36746870933234,,
labeled-data,Squirrel video 13,img224.png,,,,,,,,,429.156116069267,175.55409679970296,430.0757874860803,219.23848909833276,425.24751254781063,205.21349999193058,432.83480173652003,225.6761890160256,,,,,,,432.3749660281134,221.76758549456923,,
