scorer,,,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group
bodyparts,,,Right Front Leg,Right Front Leg,Right Back Leg,Right Back Leg,Left Front Leg,Left Front Leg,Left Back Leg,Left Back Leg,Tip of The Tail,Tip of The Tail,Head,Head,Torso,Torso,Nose,Nose,Mouth,Mouth,Right Ear,Right Ear,Left Ear,Left Ear,Right Eye,Right Eye,Left Eye,Left Eye
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Squirrel video 11,img007.png,,,,,516.947897264203,265.35344156996905,528.413930512784,267.0733465572562,563.9586335833847,266.3567194792199,514.224714367665,255.89396413988982,526.9806763567113,260.7670282705367,,,,,,,,,,,,
labeled-data,Squirrel video 11,img060.png,,,,,469.07272953214004,296.8357648919516,479.25480593257254,297.49267304681825,509.14412697900343,303.4048464406178,474.3279947710729,288.29595887868567,,,,,,,,,,,,,,
labeled-data,Squirrel video 11,img066.png,,,,,470.4423457107099,298.557162852318,485.0615381026505,299.63210346937245,507.2053148139724,300.92203220983777,474.097143808695,288.45272105200604,,,,,,,,,,,,,,
labeled-data,Squirrel video 11,img111.png,,,,,,,,,522.939982042069,297.2523043810602,,,497.1324493942865,289.85014385417685,,,,,,,,,,,,
labeled-data,Squirrel video 11,img164.png,,,,,487.78195899899185,302.1522420271335,498.22679866137105,312.2805713967133,526.7127250133142,310.38150963991706,491.5800825125843,291.70740236475433,498.22679866137105,301.8357317343341,,,,,,,,,,,,
labeled-data,Squirrel video 11,img208.png,,,,,,,,,468.2454358246049,296.54015622226154,497.87199360908915,284.6172732114325,489.20080596484985,291.12066394461203,,,,,,,,,,,,
labeled-data,Squirrel video 11,img209.png,,,,,,,,,469.8240309099418,294.4022187727867,496.4317971281982,283.99918235662625,489.02963660131485,292.001518061365,,,,,,,,,,,,
labeled-data,Squirrel video 11,img244.png,,,,,,,,,457.74042880379926,287.83646252812224,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 11,img277.png,,,,,,,,,473.21655096223105,275.6594347359787,,,465.15449633432263,248.78591930961727,,,,,,,,,,,,
labeled-data,Squirrel video 11,img377.png,,,,,,,,,496.55123497453746,315.83384732530993,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 11,img420.png,,,,,,,,,474.54063146188406,321.85202180773564,473.2507027214187,279.49936149578997,474.54063146188406,288.5288626790474,,,,,,,,,,,,
labeled-data,Squirrel video 11,img437.png,,,,,,,,,466.8239761558583,316.41013493389744,465.3608625382008,277.9511484126157,466.1969274625765,288.8199924294996,,,,,,,,,,,,
labeled-data,Squirrel video 11,img607.png,,,,,463.7890604803745,242.50199561908647,481.03289954562314,250.65362863174943,521.7910646089381,278.5572954827881,454.0698057345071,226.51225394040137,481.03289954562314,229.6474974068102,448.1128431483303,234.0368382597826,,,,,,,,,448.73989184161206,229.02044871352845
labeled-data,Squirrel video 11,img621.png,,,,,471.20641200833916,248.7814403903796,488.0919375345696,263.32897007451663,528.6171987975227,295.8011345480367,463.41309253469433,238.39034775885315,485.7539416924762,241.2478982325229,,,,,,,458.73710085050743,238.90990239042947,,,,
labeled-data,Squirrel video 11,img654.png,,,,,495.6789281286632,267.55259091569303,515.0756343741792,282.60175955445544,547.8493794097062,315.7099305597328,491.6658164916598,241.46736527517146,511.06252273717587,261.8673494299383,,,,,,,498.35433588666535,240.12966139617035,,,485.6461490361549,243.4739210936731
labeled-data,Squirrel video 11,img697.png,,,,,,,,,485.48281778128575,261.0865245094946,490.672392204732,181.82756967867917,500.5797615585839,197.39629294901792,,,,,,,,,,,,
labeled-data,Squirrel video 11,img755.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 11,img771.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 11,img817.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 11,img820.png,,,,,,,,,,,,,,,,,,,,,,,,,,
