scorer,,,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group
bodyparts,,,Right Front Leg,Right Front Leg,Right Back Leg,Right Back Leg,Left Front Leg,Left Front Leg,Left Back Leg,Left Back Leg,Tip of The Tail,Tip of The Tail,Head,Head,Torso,Torso,Nose,Nose,Mouth,Mouth,Right Ear,Right Ear,Left Ear,Left Ear,Right Eye,Right Eye,Left Eye,Left Eye
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Squirrel video 15,img021.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img027.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img047.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img115.png,,,,,,,,,578.3998664907012,713.8007356759263,,,633.4881440036506,746.9234341805478,,,,,,,,,,,,
labeled-data,Squirrel video 15,img140.png,,,,,,,,,529.1145978096176,777.8422845266787,582.041059562955,771.6760948078434,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img172.png,,,,,,,,,243.44482803184673,812.6301170608979,,,315.9137033844478,831.3076622548672,,,,,,,,,,,,
labeled-data,Squirrel video 15,img389.png,,,,,,,,,366.8136936978101,784.2167109152487,503.20946067311644,830.8650773157252,469.2372807945086,819.7100331764808,,,,,,,,,,,,
labeled-data,Squirrel video 15,img414.png,,,,,,,863.5767302891377,973.6402184806716,732.0634651921011,929.1066260668604,,,861.4892181447403,994.5153399246458,,,,,,,,,,,,
labeled-data,Squirrel video 15,img490.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img505.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img592.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img601.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img605.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img647.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img668.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img669.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img719.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img749.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img752.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Squirrel video 15,img830.png,,,,,,,,,,,,,,,,,,,,,,,,,,
