scorer,,,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group,Gray Squirrel Group
bodyparts,,,Right Front Leg,Right Front Leg,Right Back Leg,Right Back Leg,Left Front Leg,Left Front Leg,Left Back Leg,Left Back Leg,Tip of The Tail,Tip of The Tail,Head,Head,Torso,Torso,Nose,Nose,Mouth,Mouth,Right Ear,Right Ear,Left Ear,Left Ear,Right Eye,Right Eye,Left Eye,Left Eye
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Squirrel video 12,img011.png,,,,,,,,,161.52227627476094,290.12094286522756,280.3927114100882,305.87898325780696,239.2847799511854,297.99996306151724,,,,,268.7454641633991,298.34252915700813,275.25421997772537,282.24192266893783,,,,
labeled-data,Squirrel video 12,img031.png,,,,,,,,,169.51731397292195,311.4635242936735,277.98230395771446,297.9963946646892,231.02933849449892,289.9889121825904,,,,,271.0667509049928,286.3491474180001,,,,,,
labeled-data,Squirrel video 12,img040.png,,,,,,,,,165.51905914199574,314.0827275654474,270.5726617591917,300.3800837458132,234.94578782814267,290.33147827808136,,,,,268.28888778925267,280.28287281034955,,,277.88073846299665,311.34219880152057,,
labeled-data,Squirrel video 12,img067.png,,,,,,,,,165.54296740074352,310.85511263449433,263.81661604468303,290.8364064292474,231.4227096398289,275.5493944179679,,,,,267.09240433281434,274.4574649885908,274.37193386199505,259.17045297731136,276.9197691972083,305.75944196406783,,
labeled-data,Squirrel video 12,img079.png,,,,,,,,,165.22395272431766,315.13718882813015,266.22385654487186,289.0165240469523,229.6549258512229,258.9777595485978,,,,,267.9652341969504,271.1674031131475,268.8359230229896,255.4950042444408,274.9307448052645,300.33547878546267,,
labeled-data,Squirrel video 12,img111.png,232.55438208887819,285.4481272189226,,,,,,,145.60682497710508,329.389365759281,265.7440409863829,265.81480787110286,224.14010236838402,241.03942869409224,,,,,255.92738131247307,247.11640849222692,,,268.08134090874245,277.5013074829003,,
labeled-data,Squirrel video 12,img112.png,230.8626051527092,279.88142816719613,,,,,,,163.34853716638617,303.2044698351986,267.38157829076573,263.30979329782593,231.16948727991974,248.5794511917191,,,,,260.6301714921334,247.65880481008742,,,268.60910679960796,278.04013540393277,,
labeled-data,Squirrel video 12,img140.png,237.20560893437352,272.49306253476044,,,,,,,152.99858058652734,324.56310904937067,257.95226809253853,228.9657580264535,182.28798175099558,262.72992881327104,274.6309548667496,264.763915005248,253.8842957085846,263.54352329006184,242.90077027190898,219.60942154335947,,,255.51148466216614,242.79686413189683,,
labeled-data,Squirrel video 12,img149.png,259.92217371123024,243.20722976712025,,,,,,,168.10732332602458,283.58363987627695,258.815970694541,219.97696641664655,224.52367717717505,229.93279356684957,,,,,,,,,,,,
labeled-data,Squirrel video 12,img159.png,280.1385523460118,234.5645726496322,228.3468407839879,271.1977344861857,,,,,160.55443784507855,262.35524714632794,,,242.24217803233574,224.87994365835942,,,,,,,,,,,,
labeled-data,Squirrel video 12,img225.png,,,,,,,,,146.8368067587666,438.08630153789534,,,209.01255309035707,378.73672549410446,,,,,,,,,,,,
labeled-data,Squirrel video 12,img230.png,,,,,,,,,122.36719458495774,420.58688349323756,,,,,219.54534540269213,415.7481373944292,,,,,,,209.46462436350808,406.87710287994724,,
labeled-data,Squirrel video 12,img252.png,,,214.05460859844237,254.0194721560505,,,170.37743142335816,245.45531976877908,190.50318953344598,260.0143788271405,202.49300287562596,210.34229498096627,193.50064286899098,233.89371404596267,,,,,210.62894764353382,210.77050260032985,198.21092668199026,207.77304926478485,220.47772288889595,211.626917839057,,
labeled-data,Squirrel video 12,img255.png,216.15559144086563,235.54945017416844,213.35796832769032,251.9355284084811,,,,,182.98377452750103,294.29953555085035,214.157289217169,204.77559592923984,198.570531872335,225.55793905568513,,,,,220.5518563329983,205.97457726345783,,,,,,
labeled-data,Squirrel video 12,img281.png,274.2653280067576,230.18614974163978,255.60618099299,246.7720581983221,,,,,177.1192927604755,269.87385926298674,281.3735744881929,215.08112596858982,256.4947118031694,224.26261100711037,,,,,277.2270973740223,211.23082579114572,,,286.1124054758164,213.304064348231,,
labeled-data,Squirrel video 12,img302.png,,,245.94947470689658,239.49431286755535,,,,,206.42591143963898,238.38097305721007,262.0929019569032,224.1858904753077,243.72279508620602,223.90755552272137,,,,,,,,,,,,
labeled-data,Squirrel video 12,img320.png,,,263.4624972644614,227.58835685083403,,,,,219.63187902577187,224.5480827533527,276.130306003967,208.83999991636568,259.9155108173998,213.90712341216795,,,,,,,,,,,,
labeled-data,Squirrel video 12,img329.png,256.991923296195,224.0039022370782,248.31358221042663,235.39422491214918,,,,,210.07464180125976,233.7670359585676,255.6359325015437,208.00321086019275,243.97441166754246,222.3767132834966,,,,,259.70390488549765,206.64722006554143,252.11035643545029,206.3760219066112,,,,
labeled-data,Squirrel video 12,img347.png,,,,,,,,,210.69384786084365,230.4163113370477,,,234.9411043073058,215.96430418352716,,,,,,,,,,,,
labeled-data,Squirrel video 12,img349.png,,,,,,,,,205.46306442617296,232.52527712914562,,,230.90332569646182,219.56514402918714,,,,,,,,,,,,
